ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
11501,120000,2,3,2,34,2,3,2,-1,0,0,113729,101959,9254,1801,51498,104347,15915,23053,2036,34,16483,23571
11502,30000,2,1,2,40,-1,2,2,0,1,-1,38264,4031,29913,22460,15987,42860,5203,82,9415,7088,1901,7645
11503,360000,1,2,2,34,1,0,1,-1,0,-1,94159,200249,6552,16563,279109,313179,33239,62661,2762,6745,134398,103991
11504,200000,1,3,2,27,-1,0,0,0,1,1,144408,7721,220870,81973,146623,138018,26708,44,70500,20651,69170,52876
11505,120000,2,2,1,21,-1,0,-1,0,2,0,159852,86583,55925,77854,46122,114026,3532,22582,8380,25061,3526,30276
11506,100000,2,1,1,36,0,-1,1,0,-1,-1,20925,57010,107475,108409,91331,22240,7579,9179,48293,37381,18202,9085
11507,20000,1,3,2,24,0,-1,-1,-1,0,-1,7763,13629,9663,-3903,7622,19886,3384,2805,581,0,3661,8756
11508,50000,2,5,1,37,2,-1,2,-1,-1,-1,50344,-3990,8907,30506,38084,62221,21989,0,4416,7717,3541,17794
11509,300000,1,2,1,25,-1,0,0,-1,0,0,296985,346129,142699,252493,138037,52103,6632,145488,22875,71860,60704,12718
11510,200000,1,2,1,36,-1,-1,2,-1,0,-1,80057,97609,100009,88757,191183,75900,12170,44904,8230,28709,46435,30000
11511,50000,2,2,2,29,3,2,0,3,-1,3,25037,34746,22342,40379,38334,44506,660,4930,9806,370,12896,13455
11512,50000,2,3,1,28,-1,0,2,0,3,0,14986,19016,34693,56211,57828,49005,3863,1826,496,883,16921,6945
11513,80000,2,2,1,53,-1,-1,1,0,3,-1,66001,52352,59084,78642,66031,9139,15796,21191,4813,17940,29358,1643
11514,200000,2,1,2,32,0,4,1,2,1,-1,45175,70907,205445,172204,87362,146788,12208,22465,81547,71997,27433,52890
11515,150000,2,3,1,46,-1,0,-1,-1,-1,0,159693,170262,61368,39270,171524,142181,47926,39303,11340,14956,37620,28324
11516,150000,1,3,1,21,0,3,-1,0,-1,-1,150761,75361,92876,114513,137144,184096,50714,1552,37569,635,27945,39984
11517,300000,2,4,1,28,-1,0,1,-1,0,-1,57147,353736,238371,261175,235753,14711,20892,49465,3357,58101,34378,4702
11518,300000,1,2,1,45,8,1,0,0,0,-1,37860,64222,220790,34138,314941,251492,12318,26063,87286,11011,110825,18940
11519,300000,2,1,2,30,-1,0,0,0,2,2,82530,248108,151537,340154,126699,135970,39107,55518,16435,75753,49926,28137
11520,200000,1,2,1,40,0,2,0,0,0,0,6729,67253,67130,77960,41394,189673,1434,15861,17261,21981,19600,8610
11521,100000,1,2,2,21,2,-1,-1,-2,2,2,51864,68838,111819,15500,114462,118787,655,29581,38039,5310,41267,3279
11522,50000,1,3,3,34,-1,2,0,-1,-1,-1,17297,60206,52213,22606,11300,44070,8640,14287,7676,193,5225,15106
11523,500000,2,3,2,30,-1,0,0,0,2,-1,170505,549407,9037,84354,221118,303940,6275,28053,752,8820,76805,68356
11524,20000,1,3,2,39,-1,-1,0,2,3,-1,19799,-2442,7525,-9308,17307,14749,7853,0,2916,0,1530,2299
11525,200000,2,2,1,25,0,3,-1,-1,1,-1,90339,231920,157314,41715,197205,187640,25568,70144,22541,17968,38348,394
11526,300000,1,3,2,26,0,6,-2,1,-1,0,82053,131579,92721,89489,356555,32978,3669,26568,5942,39450,125684,10129
11527,80000,2,2,1,39,0,-1,0,0,-1,-1,57783,85852,64267,49105,5778,11530,26825,42204,25655,7141,437,4712
11528,800000,2,2,1,34,-1,0,-1,0,1,-1,841414,146398,570498,220949,415519,912471,386784,49035,14107,92475,145770,81701
11529,360000,1,2,2,44,0,-1,-1,-2,1,-2,429228,272910,414973,204494,314528,445026,77365,1992,39320,59348,107398,194768
11530,50000,2,2,2,23,0,0,-1,0,0,2,28858,26899,11992,50803,41500,51412,6463,11495,5736,16387,689,15586
11531,80000,1,3,2,39,0,0,1,1,0,-1,36059,97793,66399,42963,14560,44603,3657,16085,22527,15692,204,20915
11532,360000,1,2,2,32,-1,0,0,0,0,-1,160842,404893,28000,304034,11519,435788,63285,155531,2271,21247,4630,43160
11533,30000,2,2,2,21,1,-1,-1,0,-1,0,13306,35330,25665,3515,25127,6361,1292,15129,7460,1099,10090,2747
11534,50000,1,2,2,35,0,-1,-1,-1,-1,5,32451,37433,10891,9489,6519,46766,11941,17755,5169,1247,929,13692
11535,200000,1,3,1,27,1,-1,-1,0,-1,0,178478,110576,9434,237468,172035,221774,44614,27458,1689,64804,65965,46783
11536,30000,2,2,2,31,-1,0,-1,-2,-1,-1,17670,6089,37282,14595,13572,3304,2673,2251,13741,1293,4000,192
11537,150000,1,3,2,21,-2,2,-1,-1,3,-1,70881,155656,156641,88603,11820,124175,25854,6249,75628,2201,4981,31638
11538,150000,1,3,1,22,-1,0,1,-2,0,-2,53501,80654,80557,87332,162155,1206,155,37609,29264,22325,17518,73
11539,150000,2,3,2,43,-1,-1,0,0,6,0,132154,52929,48187,34166,54958,9564,16462,24871,15534,15353,2139,2919
11540,50000,1,6,1,40,-1,1,0,-1,-1,-1,11299,20257,54545,44232,53465,57987,1655,584,16605,2377,4384,28890
11541,300000,2,3,1,27,0,0,3,0,0,-1,209328,221602,208600,118945,75172,288521,102203,79923,26519,11019,7333,19787
11542,800000,1,3,1,38,0,0,8,5,0,-2,94014,255135,803540,390873,807535,494153,26179,1602,367916,6771,94505,44650
11543,80000,2,2,2,24,1,0,0,0,-1,-2,25512,31645,186,71604,93460,51590,3205,294,9,5810,4137,16824
11544,300000,2,2,1,24,1,1,-1,3,0,2,287142,179847,259375,30805,138142,345072,58392,58579,89589,1711,68092,10932
11545,80000,1,5,1,30,0,2,2,1,-1,0,6729,75580,95181,20856,43672,86574,3224,24093,16472,3206,351,32047
11546,80000,1,6,2,32,2,0,-1,4,-2,-1,3640,61523,79536,64637,87945,2361,1640,28911,36318,27053,40398,734
11547,250000,2,4,2,22,0,0,0,0,-1,-1,284505,137222,149546,144943,269982,154545,28104,8638,7562,20050,134459,19106
11548,30000,1,2,2,31,-1,0,0,-1,-1,-1,2403,1951,9478,17816,29561,17344,460,170,3460,1392,3223,701
11549,20000,1,3,1,42,0,-1,4,-1,2,-1,19177,10578,13954,4036,3047,10792,6969,2573,2425,918,491,2847
11550,100000,2,3,1,44,4,-1,2,-2,0,-1,37460,40352,67457,31461,35436,107402,11865,10925,18813,11512,4890,10288
11551,30000,2,2,1,26,2,0,0,0,0,2,10794,14357,28167,31446,4487,1914,1492,3985,2385,3851,1906,30
11552,30000,1,2,2,30,0,-1,0,0,0,0,5216,38777,24630,21542,9460,-995,1328,1680,7589,10533,2454,0
11553,150000,2,3,2,23,0,2,0,-1,0,-1,100703,30400,117827,158819,175272,37196,7963,11701,31308,53188,35511,4484
11554,50000,2,3,1,32,-1,-2,-1,0,-1,-1,2964,23834,50943,43559,48313,10977,160,4729,2333,3029,2457,4852
11555,80000,2,3,2,21,2,-1,-1,0,3,7,44914,46693,41852,11251,41373,32146,8361,13732,7592,2580,318,10893
11556,250000,1,3,2,39,0,-1,-2,2,0,0,145449,47784,245386,75772,4482,45237,58632,12888,87172,15329,294,7725
11557,30000,1,3,1,37,2,0,0,-1,0,0,9007,5962,-704,7517,-3,20432,1578,917,0,2275,0,1990
11558,1000000,1,2,2,35,-1,-1,-1,-2,0,0,833315,537132,858144,1007738,1112743,525190,224496,2161,147589,164399,280936,136039
11559,80000,2,3,2,39,-1,1,1,-1,3,-1,64992,4191,102256,59789,50609,37997,31146,1555,40207,23579,24692,16690
11560,150000,2,2,1,23,1,2,0,0,-1,-1,33769,88599,33557,163095,146602,155927,3332,35718,13899,73975,30071,19102
11561,250000,1,4,1,43,0,1,0,-1,0,0,194944,127632,180818,227061,222063,246264,50701,38044,28099,64735,67647,17485
11562,50000,1,2,2,39,0,-1,0,0,1,-1,54613,44432,33930,13553,32075,18139,4788,15654,12979,6182,9460,4889
11563,80000,2,3,1,30,-1,-1,0,0,2,1,53206,17501,41736,65351,51770,81331,11095,1791,13466,21624,12175,35205
11564,50000,1,3,1,44,0,1,1,0,1,-1,18684,29945,6653,59489,39736,19477,5237,1023,138,25150,13027,8914
11565,100000,2,3,2,37,-1,-1,-1,-1,-1,2,25926,85677,82640,54657,81987,2130,10012,8595,1151,17890,35330,461
11566,250000,1,3,2,35,-1,-1,-1,2,0,0,126007,55334,38034,178531,190003,265531,3917,10443,9209,30454,53541,41875
11567,200000,2,3,2,34,-1,-1,-1,1,-2,0,104217,164397,203682,168804,179421,112205,24900,53838,66142,39349,3640,25703
11568,50000,1,2,2,37,-1,-1,0,3,0,-1,6042,44841,20933,6304,39995,37449,2013,964,5793,705,19832,11314
11569,120000,2,2,2,41,-1,-1,0,-1,-1,-2,100411,24179,66393,59757,42926,41809,32811,1128,291,22832,13456,14239
11570,200000,2,2,2,21,-1,-1,2,0,0,-1,197681,20189,103013,204100,131944,185940,38581,4822,28997,90894,54464,37558
11571,250000,1,3,2,22,-1,0,-1,-1,0,-1,232466,238157,105346,70196,211340,108099,93569,98309,15439,32582,103850,44333
11572,200000,1,3,1,34,0,-1,-1,-1,1,2,106563,171537,82758,197088,195305,164620,47439,60811,33898,5335,79083,50417
11573,50000,2,2,2,34,-1,2,0,0,2,1,30908,45947,29680,29992,58130,24053,9874,10221,1130,7915,3546,5206
11574,300000,2,3,1,25,2,2,0,-1,-1,0,337538,77729,72655,8488,151914,338797,129739,1141,23409,3868,43170,107270
11575,80000,1,1,1,38,-1,-1,-1,1,0,0,2777,42694,69720,10366,27647,14496,219,7348,23191,662,1176,4553
11576,80000,1,2,2,21,0,0,0,-1,1,0,44736,13591,58660,85515,89707,45163,20389,4948,27939,8596,19353,16286
11577,150000,2,2,2,42,-1,-1,0,0,0,2,106003,69563,62140,68178,160773,49624,42792,20968,12761,28216,75040,6040
11578,300000,2,1,1,41,-1,0,4,-1,0,-1,235371,322756,302943,155541,355273,69546,64224,131123,57787,24070,157709,3241
11579,200000,2,2,2,29,0,-1,-1,0,-1,0,109595,211791,165839,217353,63927,230039,39979,73745,19364,43778,5663,107534
11580,200000,2,2,2,33,0,0,-1,2,2,7,79616,195879,43262,170385,197997,77247,20220,17594,15125,20202,5494,28547
11581,50000,2,1,1,29,0,-2,1,-1,-2,0,5837,54364,52391,20401,29028,43512,1081,17034,13703,8101,3531,17445
11582,80000,1,2,2,31,-1,-2,2,7,2,0,40806,84171,21861,72821,44747,-3454,8682,10640,5464,19740,21263,0
11583,30000,2,2,2,41,5,2,-1,-2,-1,0,26032,25361,9383,34247,11674,18415,10031,12244,3897,14005,642,7984
11584,250000,2,2,2,39,-2,1,-1,-1,-1,2,112595,201272,134246,250886,29101,41604,45510,11812,40721,32567,224,16412
11585,500000,1,3,1,34,-1,-1,0,0,1,-1,543832,412040,592764,276326,108508,344389,4445,153569,80578,8131,39498,51873
11586,250000,1,2,2,21,1,-1,-1,-2,0,0,229173,275489,105859,276099,125929,147374,112783,67283,45634,38017,28128,33967
11587,30000,1,2,2,50,-1,0,0,0,0,-1,17042,8886,8467,31350,12278,14977,4763,986,885,15037,1443,1038
11588,200000,1,3,1,38,-1,0,-1,0,0,1,106656,209174,57995,171473,174924,96937,4041,93092,16705,40059,30715,23423
11589,100000,2,2,1,31,0,5,0,0,4,0,115455,40577,68133,22473,2927,22421,2308,11450,14141,575,36,10922
11590,30000,2,3,2,48,-1,2,0,2,2,-2,226,8675,9947,18029,2656,26730,5,2550,471,2306,308,11245
11591,1000000,2,3,2,26,0,-1,1,0,-1,-1,301321,97260,460871,1082639,396198,317724,137995,9999,3185,310063,164068,39627
11592,250000,1,1,1,26,2,0,1,0,-1,0,121186,268456,253488,58304,259175,-557,36342,57064,93774,9059,108284,0
11593,200000,2,2,2,49,-1,0,2,1,5,0,231101,167043,109337,200474,25596,216929,64830,11522,22117,16443,11677,57124
11594,360000,2,2,1,37,0,0,2,-1,2,0,371303,26403,52887,140824,416643,87089,70602,6285,15142,21950,112882,33028
11595,80000,2,3,1,35,-1,-1,0,-2,0,-2,32349,87092,87693,46206,9505,3048,1407,33775,8641,15394,4281,987
11596,200000,1,3,2,38,0,-1,2,-1,0,2,164658,102884,40174,123929,80376,81990,59905,37380,10546,25487,31798,1326
11597,120000,1,3,2,39,-1,0,-1,-1,0,0,102550,56877,80922,65512,123734,105213,45243,1306,39344,12412,39532,11294
11598,30000,2,3,2,30,1,0,3,0,0,-1,32285,35864,30578,15827,4657,18527,15657,11677,4837,2842,1172,1053
11599,150000,2,3,1,22,1,-1,0,0,2,1,169523,178252,94538,55899,68160,5911,76879,59815,34935,25912,26838,2109
11600,200000,1,3,1,46,1,2,-1,4,1,2,51580,127340,65696,9457,218501,222421,14169,62125,4141,2620,98564,87301
11601,120000,1,2,2,37,-1,-1,2,-1,-2,0,38852,69189,36827,48276,105037,9197,4350,21087,10545,9395,45511,4011
11602,30000,1,2,2,42,-1,0,0,-2,-1,0,22596,5420,4061,31487,15387,3163,6814,2034,1394,8343,6469,1504
11603,30000,2,3,1,26,2,-1,-1,-1,5,-1,4000,11340,42707,26540,30367,19532,117,2388,5563,11467,14726,6602
11604,200000,1,2,2,38,0,-1,2,-1,0,1,158085,9765,139721,72144,313,31079,51362,2554,14400,30653,17,7036
11605,300000,2,3,1,21,2,6,1,0,-1,-1,13872,357446,348487,69119,267351,335024,5596,61285,17277,6596,52218,155577
11606,500000,2,2,1,27,0,0,3,-2,1,-2,232166,499813,559726,230277,529784,203477,37511,28460,21484,44625,220157,87696
11607,100000,1,3,2,33,-1,0,0,-1,1,-1,23232,19754,51699,13428,6267,40010,2958,2241,418,4271,1808,8026
11608,500000,2,2,1,34,-1,0,0,0,-1,-1,583354,418727,524667,279490,205430,480398,3638,9077,498,52802,12367,127944
11609,300000,2,3,1,46,-1,0,1,-1,0,0,331228,24768,240214,21452,348366,14512,73152,5497,70354,10001,74533,6371
11610,100000,2,3,1,22,-1,0,0,-1,-1,0,26933,77086,40662,24810,84985,90169,12322,5789,16431,7904,38729,24847
11611,100000,2,3,2,33,0,-1,3,0,0,-1,35929,64335,50036,67852,43870,53173,4696,4307,23486,32200,8468,2735
11612,80000,2,2,1,37,1,-1,1,-1,0,-1,79884,71088,51959,12149,78492,60375,39669,8950,2616,5660,18757,7846
11613,20000,2,3,2,44,0,3,-2,1,0,0,21527,11148,16961,2748,272,18726,3172,3816,552,495,107,9177
11614,10000,2,2,2,21,-1,-1,-1,-1,0,0,9408,9740,12957,6957,7948,1200,3571,2771,3997,1786,2951,548
11615,50000,2,1,1,39,2,-1,-1,-2,0,0,18883,22524,43415,20142,59567,25701,870,7175,2400,7771,23277,7955
11616,50000,1,1,2,39,-1,-1,-2,4,-1,-1,19636,34234,15676,11920,28834,44068,2561,13972,3353,4005,749,9577
11617,250000,1,3,1,21,-1,-1,0,-1,-1,0,170426,90228,63555,266513,291612,134338,5574,8393,25002,3407,7844,35181
11618,50000,1,2,1,44,0,0,-1,0,2,1,2398,20902,41945,54255,12017,18486,87,4054,19063,8031,4310,3430
11619,200000,2,3,1,49,0,-1,-1,0,1,0,138667,219790,68843,223729,13475,13062,31253,94554,29753,104653,5299,3938
11620,250000,1,2,2,30,3,0,0,0,1,-1,215112,239488,26015,155740,106658,192949,22533,79411,9733,2846,34271,40041
11621,120000,2,2,1,50,4,2,3,-2,3,0,100479,96927,48105,120067,49626,15421,28836,25054,18943,58330,22036,4991
11622,30000,2,2,1,36,0,2,-1,3,0,-1,13791,35303,27607,37915,10265,19956,6744,12639,1673,8560,2031,2135
11623,200000,1,2,2,21,-1,0,-2,0,0,-1,101639,17889,126851,88517,137192,171164,7353,2444,38662,26368,39320,39474
11624,360000,2,4,1,32,2,0,1,-1,-1,0,390056,122373,193042,350221,166362,126904,84853,51251,88006,80383,77830,54165
11625,80000,1,3,1,40,0,-1,0,-1,-1,1,29019,30537,26566,16103,83297,59012,3615,13703,7000,241,4527,27762
11626,250000,2,2,1,37,0,0,0,0,0,0,85066,13044,39481,188018,134774,272558,303,2174,9805,75927,9211,126887
11627,250000,2,2,1,45,-1,-2,-1,-1,1,0,50860,239818,234421,96641,16442,164420,1932,91985,12760,26493,2277,57503
11628,20000,1,2,1,33,0,0,-1,-2,0,-1,13189,6612,13899,18724,7471,10636,1726,738,4457,2211,1108,3576
11629,20000,1,2,2,21,0,0,5,1,-1,-1,8492,22847,23690,12398,14934,21499,1288,10381,3913,3874,734,2605
11630,200000,1,2,2,46,-1,2,0,-1,0,-1,70534,75266,156592,110356,90677,134407,1588,7992,65295,37694,39222,256
11631,300000,2,2,3,32,0,1,-1,0,-1,-1,302680,208300,4486,191895,157618,347473,48012,84699,1755,59247,18685,1534
11632,500000,1,2,2,54,0,-1,-1,0,-1,0,4960,64746,362828,280280,193193,87867,441,29293,106544,30908,38817,40977
11633,30000,1,2,1,35,-2,0,-1,-1,-1,3,25128,33787,32709,6788,16305,26765,6159,6219,13974,1632,2345,9104
11634,150000,2,3,2,40,-2,-1,-1,-1,1,0,88697,128475,8679,70626,130413,109219,24827,1146,1316,20241,63030,51875
11635,80000,1,6,1,24,0,4,4,0,0,0,46082,49154,19096,71833,49843,61772,1084,17285,6773,21321,2428,29258
11636,50000,1,2,1,21,-1,-1,0,0,0,0,47133,45731,6246,7758,14793,24840,14141,5286,260,1319,5436,10868
11637,250000,2,3,2,36,-1,1,0,-1,0,-1,79303,142129,206492,25302,108404,302131,33510,25430,26395,10433,16399,66286
11638,100000,2,2,2,36,1,0,0,-2,-2,-1,52658,33030,26293,70077,80583,97071,4843,3625,11081,10583,31550,37541
11639,100000,2,3,2,33,-1,1,1,-2,0,0,99469,82856,72738,99652,98974,49760,22727,4702,19751,37523,24894,18502
11640,300000,2,2,2,35,-1,5,0,0,2,-1,325111,220091,265362,153129,250905,191501,22966,55253,26638,74241,96443,28691
11641,50000,2,3,3,39,-1,2,2,0,2,-1,31700,6284,53169,8155,21990,3151,10996,3009,5728,481,4612,228
11642,150000,2,2,2,35,0,0,4,0,0,-1,104355,61594,94727,95732,120649,105920,18877,14089,24138,38741,50671,1583
11643,300000,1,2,1,47,0,2,-2,-1,0,1,96887,139976,286829,238408,263043,169390,45997,61102,68045,104201,81146,46851
11644,30000,2,3,1,37,-1,0,0,-1,0,-2,22822,33995,26522,32145,18247,-2723,966,16118,10717,762,986,0
11645,150000,2,2,1,46,-1,2,0,0,0,-1,79621,154238,67648,119112,39245,97606,13125,61392,5058,59129,5130,46794
11646,300000,1,3,2,44,0,0,0,-2,-1,-2,353745,65984,261163,19619,100632,86659,5619,20957,51500,4944,31446,17750
11647,250000,1,3,2,49,1,0,0,0,-1,-1,267667,260976,72452,105721,90572,93903,47960,120955,14185,9259,17865,18134
11648,360000,1,3,1,37,-1,1,0,0,0,0,334861,135028,57715,281661,107830,327927,30216,34858,769,92243,43974,29942
11649,20000,2,2,1,47,0,-1,-1,-1,3,2,9462,22505,3065,8398,-4703,15661,2384,363,24,2230,0,2548
11650,200000,2,2,1,34,-1,2,0,-1,-1,1,125852,202425,124721,95909,165390,54214,31986,27277,19981,22541,38250,10130
11651,50000,2,1,2,31,0,-1,2,2,-1,0,13909,4213,27553,34529,44808,21680,5142,2053,9886,8898,16464,5834
11652,150000,1,3,1,25,2,-1,-1,-1,0,-1,165441,11422,70392,33414,99222,75624,52388,4572,28386,11329,39309,25799
11653,250000,2,5,1,26,-1,-1,0,0,-1,0,162440,126669,232307,197837,92468,236962,31328,34339,38740,43368,21406,65182
11654,100000,1,3,2,21,0,0,2,1,-1,-1,50301,62309,14620,108637,13752,9419,986,22729,3177,41718,3288,2973
11655,200000,2,2,1,52,-1,0,1,-1,0,-1,126894,161237,215271,150873,61499,77306,27197,39995,14037,61334,6877,13880
11656,300000,2,3,2,40,1,0,0,-1,0,-1,139123,48039,281884,143331,5706,298210,64231,8396,112870,57712,1306,38458
11657,500000,2,3,1,50,-1,2,0,0,1,-2,279163,216650,287712,73912,238871,41657,17203,95662,58669,20181,75048,15721
11658,150000,2,1,2,30,0,-1,0,3,-1,2,57846,42843,54067,20337,143920,44579,11735,20698,18207,4277,33010,1880
11659,80000,1,3,1,23,0,-1,1,0,2,1,10021,61252,26547,96003,81160,20286,4224,4369,10075,25165,31494,3521
11660,100000,1,1,1,35,1,-1,-1,0,0,-1,66722,25780,54486,51440,102369,47342,6861,10345,15227,986,5386,19537
11661,300000,2,1,2,32,0,0,2,-1,3,0,133989,291419,223027,327870,214364,286216,6068,65815,48807,55821,75161,70247
11662,50000,1,3,1,45,-2,4,0,0,-2,1,45051,15011,13239,18970,2475,60421,7805,3131,3313,3817,199,28523
11663,360000,2,3,1,33,2,0,0,2,0,-2,80212,63885,112493,56694,114252,106340,3647,9208,802,11158,10205,18003
11664,20000,1,2,2,32,-1,1,0,1,0,-1,8967,10073,31529,11823,19166,15109,3604,4764,14221,2098,8526,4739
11665,800000,2,2,2,55,1,0,1,0,0,-1,342825,616269,472735,473248,481673,553878,154598,127272,225678,105497,157091,183549
11666,30000,1,2,1,21,-1,0,-1,0,-1,1,4534,27242,10019,17210,32169,4924,1040,11134,3643,4076,12894,1108
11667,360000,2,3,1,32,-1,0,-1,-1,1,0,210574,23908,308934,353399,158238,211063,38049,6709,45567,47578,50621,75782
11668,150000,1,3,2,41,-1,-1,0,0,-1,0,75202,182041,156532,85653,127008,127884,32159,29085,33479,7271,26567,20487
11669,150000,2,3,2,30,1,0,0,-1,1,1,151201,176488,94320,73302,4352,130020,74990,11849,20774,1978,671,52449
11670,1000000,2,3,2,30,-1,2,1,0,-1,1,1073415,214967,1096440,1008092,246258,323598,334288,30998,13193,356175,48318,49427
11671,500000,1,5,2,46,0,-1,-1,0,0,0,207843,354259,345102,58539,59197,129163,34906,170077,78324,19860,22277,38485
11672,250000,1,2,1,54,-2,0,-1,2,0,0,276951,92020,256198,232013,293164,203538,57546,24210,34056,26040,127925,54281
11673,200000,1,2,2,44,-1,2,-2,2,0,0,168585,-775,233181,125441,86363,73785,27987,0,55963,16943,3501,4621
11674,200000,2,2,1,29,-1,0,-1,2,1,0,119840,230070,177204,192702,83215,159413,27173,68053,1545,47029,29662,25716
11675,30000,1,2,2,50,1,-1,1,-1,6,-2,30893,12883,37834,26753,7262,33840,7308,655,8070,1363,1016,16727
11676,120000,2,3,1,41,-2,1,1,0,0,1,80943,36043,49253,68477,118886,116466,26228,4400,23832,15529,36710,49528
11677,100000,1,2,2,40,5,0,0,-1,6,-1,11770,835,86547,52906,123202,27428,1644,114,27873,23626,41700,905
11678,30000,1,3,2,21,-1,1,-1,1,-2,-2,9501,35649,20487,2572,31042,6643,3473,6013,523,706,5252,1961
11679,10000,2,2,1,31,-1,1,0,0,1,0,9820,4729,8008,-1061,518,7258,3658,1668,2329,0,242,2779
11680,10000,1,3,1,45,0,2,4,0,0,0,1242,25065,7711,6844,-1019,-3527,473,5475,1599,1869,0,0
11681,250000,2,3,2,32,0,-1,4,0,0,-1,50614,28565,227355,145043,196199,171743,10083,6059,58965,57551,41153,84240
11682,100000,2,3,2,39,3,0,-1,1,0,0,34383,18896,77880,78678,7683,102830,10949,3215,30968,6459,719,7449
11683,120000,1,5,2,36,0,-1,0,-1,-1,0,33237,121372,89947,131335,139142,67663,7328,32221,10764,18748,4741,23226
11684,50000,1,2,1,38,0,-1,3,1,-1,-1,23691,26277,20069,56879,46473,12080,4935,5758,8509,17419,9144,2447
11685,150000,1,2,1,32,-1,1,-2,-1,1,-1,89354,115572,17427,67593,42632,48721,20083,16580,4805,12715,107,17793
11686,30000,1,2,1,43,0,-1,1,0,-1,-1,-2956,16448,19751,7233,5385,28564,0,8046,8581,792,1119,8168
11687,50000,1,3,2,50,5,-1,-2,0,5,-1,2677,30275,23781,52789,31808,9627,780,5185,5336,6790,14668,1237
11688,300000,2,2,2,21,0,0,0,-1,2,-2,314114,233619,353455,360021,108286,7110,20026,45678,133436,127192,25777,1215
11689,20000,2,3,3,32,0,0,0,-1,2,-1,13501,8696,19607,24134,12911,29393,4803,1766,5831,7918,662,5422
11690,360000,2,3,2,41,-1,-1,-1,4,7,1,179100,425743,185559,406412,408329,240701,75410,142101,67997,33248,39719,79349
11691,80000,1,3,3,46,-2,-1,0,-1,-1,-1,38668,38797,44039,48349,75095,60648,4631,13694,8137,4200,33323,22011
11692,500000,1,1,2,28,-1,2,0,-1,-1,0,430851,288978,181,126915,524345,291100,201184,3304,35,44725,179113,80810
11693,20000,1,3,1,36,-1,-1,1,-1,-1,-1,7244,24746,-3706,19804,27652,2013,3522,7388,0,3703,6888,260
11694,80000,2,3,2,21,3,-1,-1,3,3,0,69076,38451,17434,16479,31831,89360,3127,9359,6328,7161,5901,2765
11695,150000,2,2,2,30,0,-1,-1,0,-1,-1,38474,60871,161729,78455,144650,103930,17028,16530,25113,13208,33846,10837
11696,500000,1,1,2,53,-1,-1,1,0,0,1,78905,398637,270387,322307,72810,434185,16013,179356,109121,141286,26321,151331
11697,30000,1,2,2,34,1,0,-1,-1,5,4,20605,21816,16067,31275,28791,23936,934,4637,2660,13145,11688,2851
11698,300000,2,2,2,21,-1,0,-1,-1,-1,1,117484,282206,306047,239274,24173,12429,44601,92140,23178,76994,2920,2589
11699,200000,1,3,2,43,1,0,-1,1,-1,0,12878,19921,84856,114909,171595,40236,5385,6025,3362,55160,61948,17843
11700,200000,2,3,2,34,4,5,1,2,1,-1,117621,159100,245109,190712,130509,84355,44723,33066,51949,74216,11148,1774
11701,1000000,1,4,2,39,2,-1,1,0,0,3,1159800,133261,377795,231496,59173,677869,298944,56036,174028,2023,6740,189250
11702,80000,2,2,2,38,2,0,-1,2,0,-1,83754,84418,12658,4203,74307,23649,11835,27303,1304,1173,23673,11517
11703,80000,1,2,1,37,2,-1,-1,2,-1,-1,17107,31210,78636,14673,18579,61868,1697,11953,37756,4738,780,3636
11704,150000,2,2,2,27,0,2,-1,2,-1,-1,66519,126772,102110,98308,111261,167005,7764,1015,26818,37071,20264,67918
11705,200000,2,2,1,21,-1,0,1,-1,-1,-2,209363,78449,68309,109665,200514,83604,42713,31290,3957,38915,78074,4014
11706,80000,2,2,2,35,0,6,-1,0,-1,0,24241,31368,91146,55554,28002,63408,11763,13495,34874,4614,4721,31649
11707,200000,2,5,2,43,-1,0,-1,-1,0,0,101309,186957,95845,100045,52776,55884,28874,71577,24530,21471,17656,5446
11708,30000,2,3,2,27,0,-1,-1,-1,-1,-1,8141,4406,18721,23053,28255,4618,2154,911,7913,3921,7044,329
11709,50000,2,3,2,28,1,-1,-1,0,-1,0,26759,34936,37416,17211,10547,11546,5704,6812,17428,3144,702,2127
11710,10000,2,3,1,39,-1,0,1,0,0,1,-64,1973,1406,7707,-6749,2105,0,404,37,3323,0,270
11711,250000,1,2,2,52,0,4,-1,0,-2,-1,197336,88729,263096,167330,54041,241233,97728,37331,60083,27004,17278,82765
11712,500000,2,3,1,50,0,1,1,0,0,-1,357112,515136,364623,86240,385036,449643,34724,24616,113454,2840,87987,194845
11713,250000,2,3,2,25,0,-1,-1,-1,-1,-1,63409,231491,34037,283785,72525,274983,821,78587,6030,15894,5695,26564
11714,50000,1,2,2,40,3,-1,-1,-2,2,0,54027,20538,-6552,54164,25597,47376,24338,529,0,21686,344,22328
11715,80000,2,2,1,36,1,2,0,-1,0,-1,7680,68656,38291,67924,20199,16139,2379,3112,13287,12221,9790,3529
11716,200000,2,2,2,39,2,1,-1,3,-1,2,109914,65595,225234,234403,106352,173220,48896,29198,59268,69286,24937,60530
