ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH
8146,20000,1,2,3,31,1,0,1,1,0,-1,21111,955,12709,11317,23346,11331,8624,281,475,4288,479,1715,1
8147,80000,2,4,2,30,0,-1,0,1,-1,1,45238,54967,64180,84189,69991,83596,2874,8925,22114,7950,33445,12826,0
8148,500000,1,3,2,21,-1,0,0,0,0,0,586378,460997,500443,352300,499558,337206,151912,187733,87452,167950,97958,53383,1
8149,80000,2,1,2,40,-1,5,2,-1,1,-1,12246,58084,73672,55604,96200,22259,242,26741,11124,10294,33027,2916,0
8150,50000,2,5,2,31,0,1,0,0,1,-1,41823,33805,30300,11662,52443,44223,19186,6279,1214,925,10260,10224,0
8151,150000,2,2,2,32,-1,2,0,0,0,0,131552,107663,91161,76175,166362,138378,4661,4608,35495,19649,23031,66749,1
8152,300000,2,2,1,50,-1,0,0,0,0,1,196769,171216,275496,250752,272955,157352,22568,55658,30685,118247,108574,15703,0
8153,30000,2,2,1,40,0,-1,-1,0,0,1,19766,16742,4578,7183,27450,21748,3985,6753,650,3157,3867,5513,1
8154,500000,1,3,2,37,-1,-1,-1,-1,2,-1,465289,18952,142351,102948,454679,486851,64240,8847,10718,46097,72487,9584,0
8155,250000,1,2,1,42,-1,-2,-1,0,1,5,56815,161138,287977,16135,52200,191820,13502,5236,120871,4985,19068,76496,1
8156,50000,2,2,2,47,-1,0,0,0,0,-1,15323,4378,4191,10061,52111,38974,7366,1408,1856,2310,7846,6180,0
8157,200000,2,2,2,21,0,0,-2,-1,0,-1,65471,131972,4298,31511,223101,136611,6467,34127,517,12244,43422,63283,1
8158,100000,1,3,1,29,0,0,1,-1,0,-1,37220,58323,89784,99225,1027,87831,7334,20013,23003,41699,228,35529,0
8159,100000,1,2,1,32,1,0,-1,1,0,0,67653,103689,53687,31268,17874,53381,7770,49147,13756,1998,3899,26403,1
8160,250000,2,2,2,26,0,-1,0,-1,2,0,272443,115901,54368,220678,219143,65298,125097,48078,25934,76455,26675,32436,1
8161,800000,2,2,2,32,-2,-1,-1,4,0,0,241799,911113,17324,733347,155499,450338,114368,299805,8551,163106,3804,192528,1
8162,30000,2,3,1,21,2,0,-1,0,-1,-1,16184,15314,23668,30569,9088,29984,5614,6620,27,2962,602,4428,1
8163,100000,2,2,2,43,0,0,-1,0,4,-1,126993,111160,118508,74765,17122,24609,51183,49971,8140,26772,8533,4390,1
8164,120000,2,2,2,30,2,5,2,0,3,0,101889,18541,104155,29009,88627,5819,13943,2621,46406,10945,2776,317,0
8165,100000,2,3,2,36,4,-1,-1,0,1,-1,51960,108039,100951,82253,77636,34999,8494,5357,39321,26207,26397,6618,1
8166,80000,2,2,2,35,0,0,-2,2,-2,0,9249,70845,15432,65285,76828,14642,2026,12770,3701,26744,18611,4385,1
8167,20000,2,3,1,40,2,1,2,-1,0,1,12615,14290,19841,7463,6119,18523,1871,102,2193,1128,243,815,1
8168,200000,2,5,2,21,-1,-1,0,-1,-2,1,73661,235637,129949,177442,186012,27615,8986,45097,24515,4268,61573,2959,0
8169,100000,1,3,1,39,-1,2,0,-1,-1,0,76212,29807,31146,123195,28963,17120,6077,4347,10327,9016,8699,6096,0
8170,50000,1,1,1,32,-1,-1,2,-1,-1,-1,8903,25341,38111,54248,21590,10645,3704,7675,7982,5699,616,1073,1
8171,300000,2,2,1,38,0,4,1,2,-1,0,182292,255616,69336,97010,210798,223980,58420,71074,3905,35685,43447,2304,1
8172,300000,2,2,1,24,0,-2,1,-1,0,0,154978,3395,334913,270930,48115,85951,5801,610,148069,43260,14867,7790,0
8173,120000,1,4,2,38,4,0,0,-1,-1,3,19180,45155,64741,19880,122921,1945,3371,2812,8200,146,41812,69,1
8174,80000,1,6,1,46,0,1,0,0,-1,-1,79731,55279,19106,40906,99105,25487,25108,26589,3110,6515,41630,12492,1
8175,200000,2,2,2,36,0,-1,4,-1,0,3,150466,146789,147279,223904,221664,36243,18885,71065,62101,95070,63184,5806,1
8176,80000,2,3,2,28,2,-1,2,1,0,2,64081,68001,22683,4797,67190,41196,29297,5557,9121,1705,18909,2990,0
8177,50000,1,3,2,28,0,-2,0,-1,-1,1,29780,24604,49721,37012,10721,22163,14827,4408,621,1935,2084,1477,1
8178,250000,1,2,2,40,-1,-1,-1,-1,0,0,251863,304126,123553,291154,271210,231992,118896,69352,11361,99386,5831,86213,0
8179,20000,2,2,3,40,1,0,4,0,1,0,24737,8717,12662,24344,-1624,18188,4090,2415,3305,9360,0,2703,1
8180,30000,1,1,1,38,0,1,-1,0,-1,-1,-1144,25715,32224,22163,11035,27667,0,4503,10041,3760,5133,10965,1
8181,10000,2,2,2,34,1,-1,-1,-2,2,0,6466,-1287,-2449,8324,119,6495,1905,0,0,3244,50,2485,1
8182,50000,1,3,1,36,0,-1,-1,0,0,-2,33995,29238,38584,23109,62210,50974,11799,6157,6901,646,13732,13945,1
8183,20000,1,4,2,34,-1,-2,-1,-1,0,0,18544,15145,14989,16719,15123,13992,4308,1064,3493,6998,1960,4705,1
8184,1000000,1,2,1,31,-1,-1,1,-1,-1,0,941998,1149151,601738,954,338481,955882,307432,246712,62662,197,14478,351324,0
8185,80000,1,2,2,41,-1,2,-1,0,0,0,95304,48437,89265,29675,9959,22675,3818,22521,34293,12162,1253,1935,1
8186,30000,1,2,1,37,-1,-1,-1,2,-2,-1,26055,-1862,31151,17352,4899,24725,7447,0,9866,1740,263,12071,0
8187,50000,1,3,1,46,1,0,-1,-2,0,0,1270,36201,23590,44598,40462,28898,142,12525,8985,9387,3296,172,0
8188,500000,2,3,2,45,0,-1,-1,1,-1,1,97904,98396,70736,140697,458668,60259,46229,42966,21447,16045,49558,10807,1
8189,150000,1,2,2,37,-1,-1,0,1,0,0,173318,59323,159612,80413,164358,152709,76030,8179,1154,26907,55318,70067,0
8190,80000,2,3,1,40,-1,-1,0,-1,-1,0,7132,2294,66995,48653,97128,27943,2845,318,22773,18668,11096,1348,1
8191,360000,1,1,2,26,0,-1,0,-1,-1,0,161754,63544,312760,99650,74733,259853,73072,7225,40713,37368,8688,46941,0
8192,100000,2,2,1,34,-1,-1,0,2,0,0,49164,90120,20593,91005,20882,40088,13733,38338,5991,37789,1951,19664,0
8193,80000,1,6,2,38,-2,1,-2,-1,-1,-1,20939,31166,5913,45864,82006,29469,1016,13076,1050,19707,13360,827,1
8194,50000,1,1,2,21,-1,0,0,-1,-1,0,45739,4748,8058,47101,38632,23837,22350,507,698,297,4142,2564,1
8195,100000,2,2,1,38,0,0,0,0,0,-1,101955,83425,122033,20571,46573,27247,18195,17686,46596,1517,1223,1452,0
8196,80000,2,2,1,26,2,-1,-1,0,0,0,89275,3141,39964,56087,20839,61082,8726,52,1817,16288,5407,25963,0
8197,200000,2,2,1,27,2,-1,0,-1,-1,0,231224,199332,157163,233449,45385,81972,32307,29480,20576,108849,1848,33274,0
8198,80000,2,3,1,30,0,-1,-1,-1,2,-1,39166,55004,10035,17836,68880,30063,12862,5622,4123,3031,15071,5506,0
8199,150000,2,3,2,34,0,-1,-1,0,-1,-1,170069,157006,120963,181462,36534,26882,83947,37192,32128,27887,3142,6710,1
8200,20000,2,3,2,23,0,-1,0,0,0,0,11930,3031,15992,27,16899,-9465,3667,1062,7930,2,2759,0,0
8201,50000,2,2,2,42,-1,2,-2,-1,-1,-1,57053,14194,52002,13675,14931,40555,18317,5936,12325,2539,2923,14358,1
8202,100000,2,2,1,36,-1,-1,-1,3,-1,-1,88182,1964,35257,14663,119532,43665,20579,774,16227,781,41464,2263,1
8203,500000,2,1,2,52,-2,-1,-1,0,2,0,133009,418944,171339,365876,271711,600286,6592,121756,51049,121032,84284,37898,0
8204,100000,2,3,1,37,-1,0,-1,-1,6,-2,76001,111252,11021,105546,111947,41048,16476,48716,1131,20551,26160,12555,0
8205,200000,1,2,2,40,-1,0,-2,0,7,-2,234444,167090,233195,18998,78907,114249,58129,74940,85771,5100,29499,48473,1
8206,50000,1,3,1,27,0,0,0,0,1,-1,27402,37580,23607,31312,10167,36752,7244,10524,8544,9020,2734,12329,0
8207,30000,2,2,3,24,-1,-1,-1,-2,-1,3,20337,-4884,6035,27663,26490,18873,5242,0,1251,2976,2019,3784,0
8208,20000,2,1,2,40,-1,0,2,1,-1,-2,16620,12481,28025,4068,16817,14318,4130,2843,8906,305,5420,4536,0
8209,80000,2,2,2,25,0,1,2,-1,-1,2,93984,84981,88544,45851,15320,62198,38280,35662,2529,19504,1617,358,1
8210,50000,2,6,1,40,0,-1,0,5,-1,0,27344,27086,51436,61802,29940,4460,7427,5317,13106,17247,10913,1996,0
8211,50000,1,2,2,50,-1,4,-1,-1,0,-1,-1097,20557,25842,52582,28758,28398,0,6668,5432,13850,301,9251,1
8212,250000,1,2,2,43,1,0,2,0,0,1,54729,42732,160553,83337,162929,207642,24490,4577,34967,38682,42739,18148,0
8213,10000,1,2,2,40,0,0,0,8,0,-2,14406,6145,4377,6776,-1332,12723,4939,1924,1563,3255,0,3509,1
8214,150000,2,2,2,37,-1,0,-1,-1,0,0,43073,24036,130189,118004,112131,94717,20723,10307,56801,25895,13284,11982,0
8215,100000,2,1,1,31,5,2,1,0,-2,0,89527,109434,6390,101536,105486,65816,10659,31548,840,34088,38307,29922,1
8216,120000,1,2,1,33,-2,0,-1,1,-1,0,46915,115625,107501,92906,36306,13008,16829,12497,10571,12856,9090,829,0
8217,150000,2,2,2,29,0,3,0,0,0,-1,7571,83237,103433,87856,22407,166057,1044,25535,45307,8974,8923,65650,0
8218,80000,1,2,1,23,-1,-1,0,-1,2,-1,32772,92875,14810,23992,14787,95449,7662,30173,2449,9900,6217,46456,0
8219,80000,1,2,2,35,-1,2,-1,-1,-1,1,37470,2999,65929,33191,3035,5877,14506,143,6660,11247,265,349,1
8220,250000,2,2,2,44,-1,0,-1,0,-1,-1,73812,50623,177943,54345,36217,5748,21926,6519,26196,23907,9838,1926,0
8221,360000,1,3,1,23,0,1,4,0,3,0,423908,60214,40493,284721,343645,331262,137987,23024,17917,31243,136040,35154,1
8222,50000,2,1,2,47,0,-2,0,-1,4,0,54654,1345,30543,4391,53786,39591,14411,71,11379,38,333,8824,1
8223,30000,2,2,2,45,5,-1,-1,-1,1,-1,15435,14978,-9446,35040,20802,18973,586,4778,0,16486,1908,6493,1
8224,360000,2,2,2,38,0,1,0,-1,-1,0,414762,335247,43011,371503,288355,384276,154069,164944,8177,45471,114166,26637,0
8225,80000,1,2,2,38,2,-1,-1,0,0,-2,84392,62177,70314,2216,50080,59260,7179,13928,9805,426,10085,3791,0
8226,150000,2,3,1,33,-1,0,2,1,-1,-1,177154,75470,156958,122862,167138,42233,74526,15347,74284,35358,53389,7181,1
8227,80000,2,3,2,35,-1,6,0,-1,1,1,71207,-2686,39516,60117,43404,68159,11008,0,6617,29385,7710,16162,1
8228,30000,2,3,1,30,-1,-1,1,-1,-1,2,12486,12085,23367,17811,11174,16902,5881,3978,7776,3373,727,4481,0
8229,150000,2,2,2,35,1,0,4,1,0,-2,70737,55495,84293,126210,13890,82740,14777,17467,21602,62012,3321,10228,0
8230,150000,1,2,1,36,-1,-1,5,1,-1,-1,5658,41774,94943,106881,123388,155531,1174,6832,2119,457,15651,26754,0
8231,50000,1,2,1,51,3,-1,-1,1,0,3,15041,26787,54053,4419,57432,6388,4240,7181,26202,1503,27321,492,0
8232,120000,2,2,2,40,-2,0,3,0,0,0,111681,88512,57595,108790,75370,83945,54540,25105,19492,54043,26400,21795,0
8233,250000,2,2,1,33,2,-1,-1,2,0,-2,36019,223779,263697,24280,283857,37337,7726,35362,34629,7473,23435,6086,1
8234,150000,1,2,3,34,0,0,-1,0,-1,-1,-3594,38183,3393,89861,77719,158344,0,10349,987,35925,25512,53653,0
8235,30000,1,3,1,28,0,4,-1,-1,-1,0,25632,24569,2929,30968,12963,31005,6840,3479,643,9774,6110,15022,1
8236,150000,2,1,1,30,7,-1,0,-2,2,0,81726,60336,73518,16064,710,179571,413,25934,29635,2649,149,45662,0
8237,200000,1,5,1,43,2,2,0,-1,-1,2,104578,52683,166041,187292,100160,32831,40652,6405,66965,74669,31619,5473,0
8238,250000,1,2,1,30,2,-1,1,-1,2,1,82795,300169,239966,281382,84577,285869,25355,66087,119200,100472,13511,74064,1
8239,200000,1,3,2,29,0,-1,3,-1,-1,3,205377,20278,34633,221760,87741,186555,11639,6910,4220,54771,29876,46445,1
8240,50000,1,2,2,29,3,-1,0,1,-1,0,51254,50398,33319,27474,2734,54811,14812,6204,1304,6483,1035,410,1
8241,200000,2,3,1,28,0,-1,0,0,0,-1,128108,104407,208102,162892,114918,118934,48605,4279,89860,49568,29966,22355,0
8242,200000,1,1,1,45,1,0,0,0,6,-1,144488,220361,120051,153887,216016,169556,14957,86035,27220,64229,59356,56960,0
8243,20000,1,2,1,36,0,0,0,-1,3,-2,6936,6375,567,-2287,-4947,7011,708,2585,71,0,0,99,1
8244,100000,1,2,1,32,1,0,0,-1,0,-1,24012,118350,84015,54661,82649,2246,476,47547,25017,21341,31695,619,0
8245,80000,1,6,2,35,0,-1,2,0,0,0,34018,64387,91006,84076,49639,19544,9582,13964,30676,36107,338,3213,0
8246,200000,2,6,2,36,0,0,-1,0,0,0,184442,135962,93120,99325,-648,117718,16498,5527,38457,20952,0,1983,1
8247,50000,1,2,2,28,0,-1,1,1,1,1,57449,44904,40352,61015,-997,51282,7959,5198,17345,13383,0,10990,0
8248,150000,2,3,2,22,0,0,-1,4,0,-1,78746,126650,633,18455,20930,17104,11638,63252,203,1756,61,4317,0
8249,360000,1,2,2,47,-1,-1,0,-1,-1,-1,385372,139218,243164,67150,24244,222996,42954,7123,87642,12589,10945,29906,1
8250,250000,1,2,2,43,0,0,2,0,1,0,94735,280828,65756,54897,29492,190578,42128,67192,11279,13034,9478,67629,1
8251,500000,1,2,1,38,0,0,-1,-1,2,3,231504,562599,367381,147066,71899,332376,55801,132634,104015,28091,9430,53285,1
8252,800000,1,6,2,43,2,2,2,-1,2,0,305130,262287,173157,137618,145264,439849,47775,110935,83017,61292,40759,76242,1
8253,10000,2,2,2,52,0,1,0,1,0,-1,5014,8216,-1249,11630,7359,-2331,61,329,0,2986,3245,0,1
8254,200000,2,2,1,30,0,0,0,6,-1,-1,102202,207086,61113,2755,166630,234272,3023,45807,6667,629,32384,1229,0
8255,100000,2,2,2,24,-1,2,0,0,-1,2,41115,33113,61270,29683,31076,113070,3674,870,26209,9674,5961,50522,1
8256,300000,1,2,3,40,2,0,-1,-1,0,1,76151,343146,14962,189225,154199,41236,35716,149606,7287,41404,31633,14008,1
8257,50000,1,2,2,21,-1,0,2,-1,-1,-2,27492,48771,51635,6579,54300,17013,4126,7472,10417,2466,3071,7350,0
8258,1000000,1,2,1,35,2,0,-1,1,0,-1,773597,1156990,682722,186826,627913,57679,77221,409292,25849,65072,129123,20176,0
8259,200000,2,2,2,32,0,2,0,2,-1,0,174091,196782,133324,173240,225583,95741,45276,69401,51050,19374,85827,11750,1
8260,250000,1,2,3,41,-1,0,2,1,-1,0,234649,241487,276974,230740,-3950,68444,22563,7137,133681,59867,0,16087,0
8261,30000,2,2,1,30,2,3,-2,0,0,-1,27555,6316,12827,18928,3814,8533,13108,1305,2283,5913,965,312,1
8262,50000,1,1,2,45,-1,-1,0,0,-1,0,13798,28350,38748,14203,35827,10137,1249,3739,7752,4379,13253,169,0
8263,250000,1,3,2,28,-1,2,-1,1,-1,0,77669,123647,197955,44850,117176,11620,38156,41914,77064,21103,46991,1679,1
8264,20000,2,2,1,41,-1,-1,-1,2,-2,-1,2783,11943,18524,15297,-2459,20583,407,3369,6958,499,0,5211,0
8265,300000,2,3,2,29,4,0,-1,3,-1,0,106229,118932,3928,78335,129006,315203,9768,27638,1888,2303,20864,39159,1
8266,10000,2,2,1,39,1,1,2,0,-1,-2,19502,-1387,-2202,10157,5096,3230,6610,0,0,1985,1728,644,1
8267,200000,2,2,2,25,2,1,0,-1,0,0,-6215,152524,12356,96951,28766,18466,0,2353,4253,32953,1208,1017,0
8268,80000,2,2,2,34,-1,-1,-1,-1,-1,-1,44095,37230,7357,34416,13975,73498,19997,16704,2603,15041,60,13299,1
8269,200000,1,3,2,46,-1,5,2,-1,2,-1,169229,125706,165661,63184,5369,202346,67605,61815,57764,26338,1711,12711,0
8270,200000,2,3,1,36,0,-1,-1,-1,1,1,68700,160084,57530,170294,200642,152378,33541,61200,7769,54937,46687,35933,0
8271,80000,1,2,2,45,0,-2,0,-1,1,0,88565,55888,9413,91273,62298,73098,22995,24629,4,24009,9179,9933,0
8272,30000,2,2,3,34,0,1,0,2,-1,0,-1746,10504,22877,28431,31798,9723,0,3171,10655,6847,14185,1252,0
8273,20000,2,3,1,30,0,1,0,1,-1,0,23484,-5204,27896,19712,15139,4471,6945,0,5487,5022,4129,1527,1
8274,150000,2,2,2,36,-1,0,-1,-2,-1,-1,140177,47592,82711,61571,184280,68542,63867,12311,24635,21509,59154,28202,1
8275,150000,2,3,1,40,-2,2,0,-1,0,-1,75955,2890,108102,35657,49171,102332,35018,654,22192,10010,6066,26724,0
8276,250000,2,1,1,21,0,-1,2,5,2,0,2071,189299,192143,59751,51456,146487,742,31036,39394,24115,12360,67328,1
8277,120000,1,3,2,39,-1,-1,-1,-1,-1,-1,6923,112688,14294,75705,12067,54801,3287,22470,2479,4077,5484,8213,0
8278,100000,1,2,2,26,2,4,-1,0,2,0,74591,8171,91325,56373,30227,107353,14525,1223,17959,17583,5897,11203,1
8279,100000,1,2,2,24,2,0,4,-1,0,1,110144,116636,59794,63056,14648,57698,38691,2212,22950,8130,4089,5211,1
8280,20000,2,3,1,39,1,2,-1,-1,0,-1,8015,14386,31736,19941,4949,3933,500,1322,6535,1222,808,266,0
8281,80000,2,2,1,47,-1,2,-1,0,0,-1,77284,66803,11144,77077,38581,60982,8950,15245,4378,6688,4267,23951,0
8282,800000,1,2,2,36,-1,0,-1,0,-1,-1,149961,800395,914648,328138,449454,711160,28171,176517,379474,158107,23180,322806,0
8283,360000,1,2,1,22,0,0,-1,0,0,0,341334,384881,143747,253349,187835,147072,104808,130678,24625,102597,57092,20272,0
8284,80000,2,2,1,28,0,-1,0,-1,0,-1,23489,29050,40670,69825,77919,34554,10146,538,11981,8394,879,1308,0
8285,150000,2,1,2,31,2,-1,-1,-1,1,-1,21664,85513,41215,157565,126096,78885,5876,25140,3009,60622,29328,21183,1
8286,300000,2,5,2,36,2,0,-1,0,0,0,176227,233049,355000,188815,227944,163329,35645,85635,12723,67326,94250,51536,1
8287,100000,1,3,1,34,-1,1,1,-1,0,0,61664,106235,35501,16473,106391,46225,19054,10580,11370,1362,23337,18036,1
8288,10000,2,2,1,39,7,0,1,2,0,-1,12795,106,-8197,8771,15042,8511,6300,49,0,2640,1463,938,1
8289,30000,2,3,2,43,-1,-1,-1,-1,0,0,14585,16887,-1895,16494,24957,21846,740,3444,0,7037,7966,3275,1
8290,120000,1,2,3,38,1,-1,-1,0,-1,-1,56236,73339,103493,115535,102325,96961,27269,11171,8006,46227,3616,3988,0
8291,800000,2,3,1,43,0,-1,4,-1,-1,0,617321,311123,21691,220138,742897,72324,142199,70295,2461,92782,203884,20141,1
8292,200000,2,2,2,32,0,0,3,0,-1,-1,172961,175937,49518,183509,187568,115136,61643,69346,9842,78671,2609,43491,1
8293,30000,1,3,1,64,0,0,4,-1,0,1,14157,15527,3093,-4464,34715,21498,469,3877,1409,0,16596,1893,1
8294,50000,2,3,2,39,2,0,3,-1,0,0,54544,6786,32132,44084,12432,21975,9216,623,1941,4669,5951,7191,1
8295,250000,2,3,1,41,0,0,0,0,0,5,105034,240064,199226,75311,206556,175916,42537,89755,73015,7400,31581,62714,0
8296,300000,2,2,2,50,1,-1,-1,5,1,0,324490,243618,255280,192544,105614,137104,1938,69371,122447,2311,4662,19574,0
8297,200000,1,2,2,35,-1,1,4,2,0,2,45167,121660,88477,57794,126185,10910,11336,48363,2605,18238,57851,4201,1
8298,200000,2,2,2,29,2,-1,0,0,-1,0,142077,213831,39920,174630,118910,222156,41576,79645,16942,61493,51593,2703,0
8299,20000,1,2,2,46,6,0,0,-2,0,2,25651,13783,12592,6757,25672,25427,12300,6641,4837,1090,3074,788,1
8300,300000,2,2,2,47,0,-1,1,2,-1,0,88677,209289,4143,307013,115032,63023,11431,75659,1113,118512,29386,15233,1
8301,250000,2,3,2,36,4,-1,0,2,-2,-1,286861,229820,109533,74776,29766,69789,93475,8811,33853,35410,3554,24852,1
8302,50000,1,3,1,50,-1,-1,0,-2,-1,-1,45580,47604,52848,56108,12873,22410,14713,23672,19273,14337,2212,7523,1
8303,200000,1,2,1,34,1,4,-1,-1,0,1,97812,142900,196268,71171,164839,128321,36061,34416,11590,28165,46204,50079,0
8304,50000,2,2,2,43,-1,-1,-1,0,-1,0,28553,55576,19263,15270,18478,48993,3840,13287,6618,3073,4267,12045,0
8305,20000,2,3,2,48,0,-1,0,0,0,0,-586,15964,7347,15034,-19,8452,0,6468,1210,4076,0,2973,0
8306,50000,2,3,2,35,0,-1,0,-1,2,0,17612,39110,21186,37105,50367,2708,537,4931,1125,18455,16177,825,0
8307,50000,2,2,2,39,0,2,2,-1,-1,0,56247,28721,34776,27944,53500,13969,14681,12140,6858,8728,14998,2049,1
8308,80000,2,1,2,44,0,-1,0,0,-2,0,96886,17369,85017,32923,61808,98746,4291,5683,36270,7254,18149,28502,0
8309,100000,2,3,2,31,-1,0,2,1,2,-1,24097,-1911,76329,32934,107938,112198,10952,0,35702,6762,45092,12324,0
8310,120000,1,3,2,27,4,-1,-1,3,0,2,1582,37754,59977,127980,37575,111124,307,18588,3935,25056,18681,27344,1
8311,120000,1,1,1,46,-2,5,3,-1,-2,0,22279,30624,4913,30460,142804,103861,3996,13167,2181,7076,35182,45122,1
8312,80000,2,3,1,37,0,8,-2,0,0,0,54060,20793,23870,78363,73112,40065,26806,7710,11209,11946,678,5477,0
8313,20000,2,3,2,30,2,0,0,1,-1,0,23823,10663,193,551,7686,8107,2084,3872,58,40,791,2592,0
8314,200000,1,2,1,35,2,1,-1,0,0,3,-859,110948,175899,246611,201945,131245,0,42251,6473,60618,81981,55988,0
8315,100000,2,3,1,39,0,-1,-1,2,0,-2,44013,104113,42334,43279,39734,104121,4555,4594,9626,16582,9442,31927,0
8316,80000,2,2,1,21,0,-1,-1,-2,2,0,92635,34810,85466,57257,53108,38305,43621,6518,3515,11089,21618,15077,1
8317,300000,1,3,1,41,0,0,0,2,-1,5,193073,82145,315184,317255,311965,47996,77291,40855,83009,155146,74837,18212,0
8318,250000,2,2,2,38,0,-1,-1,2,2,0,149210,294364,165830,180529,103683,18661,49885,100415,1026,59691,42077,5863,0
8319,300000,2,2,1,49,0,-1,3,-1,1,0,23807,362903,272101,241688,189727,180927,9290,101224,94810,38514,8167,51467,0
8320,120000,1,3,2,33,0,2,0,0,1,1,49590,111887,95243,45051,133873,131263,17412,12644,38891,6824,22133,24479,1
8321,30000,1,3,1,47,0,-1,0,0,0,-2,21736,23978,16297,19982,22801,21012,3512,8180,4782,5812,5457,6156,1
8322,200000,2,5,2,34,0,-1,0,0,0,-1,121754,96797,133730,191665,169632,93022,30386,42620,14369,15542,25966,2553,0
8323,50000,2,2,2,36,0,1,-1,2,-1,1,51063,2990,40873,11188,9440,16097,15198,1131,18739,2218,657,4581,1
8324,100000,1,1,2,37,0,-1,0,0,-1,0,106618,34026,62150,99927,18660,75335,15894,14119,3413,1641,8017,19998,0
8325,20000,1,6,2,53,-1,0,0,-1,0,5,10263,16886,18438,21003,16710,9875,556,228,6627,10259,4863,2752,1
8326,300000,1,3,1,23,2,-1,-1,2,1,0,7482,211340,114548,92999,330987,285204,1464,28079,40523,38998,21104,32352,1
8327,30000,2,4,2,39,2,-1,0,-2,0,0,26954,15620,23921,9516,37529,16777,1605,7399,8819,4525,7898,4549,1
8328,360000,1,2,1,35,-1,0,0,0,0,0,245668,267628,190124,382218,81079,310748,5852,112599,4830,6651,33523,81579,0
8329,300000,1,2,1,34,1,-1,0,0,-1,-1,62010,177150,210882,358257,194444,52206,23247,2436,15015,174000,24848,8763,0
8330,120000,2,2,2,40,0,0,0,-1,0,-1,87469,140415,120182,69973,42154,90597,25768,12485,5356,32389,4601,24921,0
8331,250000,2,3,3,44,-1,4,0,0,0,2,179487,253032,8412,74846,153854,86482,61975,44044,2359,27295,64067,8510,0
8332,200000,2,3,2,39,-1,0,-1,4,1,1,85941,181223,236188,66144,96694,87139,23675,75139,42914,12897,36782,28639,1
8333,300000,1,2,3,46,-1,0,-1,0,-1,0,17089,43614,327693,336971,307770,218908,5630,1206,29183,49123,36557,63755,0
8334,100000,2,2,2,32,1,-1,0,0,-1,-1,5266,62759,58204,57639,73303,98681,1039,21004,11626,12261,31851,39494,0
8335,250000,1,2,2,34,-1,2,-1,-1,-2,0,200954,185071,207810,246393,22151,108856,42842,22437,102597,100826,2840,33258,1
8336,120000,2,3,1,25,-1,1,1,2,0,-1,20619,12699,77603,111106,125461,68308,4674,5012,12217,47831,31646,21537,1
8337,500000,2,2,2,52,-1,0,0,2,0,0,546876,534234,461214,206203,206926,263104,270858,103351,154107,79438,7798,129916,0
8338,120000,1,3,2,33,-1,-1,0,-1,-1,0,17566,30722,12513,97976,66577,102839,30,2667,167,7464,28875,31233,0
8339,120000,1,2,1,32,0,0,-1,2,1,0,77684,-2301,45863,103045,-2807,120166,21556,0,19840,12195,0,57190,0
8340,250000,2,2,2,40,0,-1,-1,-1,0,0,234277,118176,206609,236015,63692,279717,6946,57794,76887,86753,5569,90635,0
8341,300000,2,1,1,44,-1,6,1,0,0,-1,297789,37705,273885,340789,37653,342942,107324,13841,93630,35418,15335,114878,1
8342,150000,2,3,2,28,0,0,-1,-1,0,0,158992,133689,144936,95001,158081,136524,62292,65241,28084,5907,47474,60768,0
8343,50000,2,2,2,45,-1,0,-1,-1,0,-1,35430,43204,19906,-89,47781,38549,15189,1963,2981,0,16935,17661,0
8344,120000,2,4,1,32,0,-1,-1,2,-1,0,40816,59647,73714,31892,51819,46541,3380,5757,6290,14511,17299,13272,0
8345,800000,2,3,1,47,-1,-1,-1,0,0,0,187945,935083,228813,606090,329484,881658,36880,149008,52321,170681,62998,112080,0
8346,250000,2,2,3,30,0,0,-1,-1,2,-1,124449,164379,174601,245562,84144,34640,56297,46699,81263,37197,19452,2361,1
8347,300000,2,2,2,41,-1,0,2,1,-1,1,225311,189409,261197,82613,360,70653,27200,80544,117454,135,41,24980,0
8348,20000,2,4,1,35,0,-1,-2,0,-1,-2,22669,15259,9636,23697,7921,6848,7440,6883,4789,6263,2111,1780,1
8349,120000,2,1,2,24,0,-1,1,1,-1,-1,69329,31322,-6527,143637,78593,129959,18698,7163,0,58144,39226,29809,0
8350,200000,1,2,1,22,-2,-1,0,0,0,0,168106,48807,112108,239112,134439,205179,77860,1574,29883,44313,48942,66016,0
8351,300000,1,4,1,28,0,-2,1,-1,1,2,249639,298104,145146,313475,323624,56128,123634,19261,16881,156560,27363,19531,1
8352,20000,2,3,2,43,0,4,1,0,4,-1,6698,-1359,11470,6602,5222,20115,2066,0,2402,1223,2002,970,1
8353,300000,2,2,2,21,0,1,-1,-1,0,0,297668,100294,141161,3887,85814,104280,130479,20779,62334,1771,37235,12017,1
8354,150000,2,2,1,38,-1,2,0,-1,0,-1,72174,115790,131110,172262,-1248,93030,22610,5993,32356,29,0,38942,1
